event_name,date,fighter_1_name,fighter_2_name,fighter_1_url,fighter_2_url,fighter_1_str,fighter_2_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,fighter_1_pass,fighter_2_pass,weight_class,win_method,win_round,win_time,winner,fight_url
UFC_Fight_Night-Bisping_vs_Leites,"July 18, 2015",Ilir Latifi,Hans Stringer,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea,http://www.ufcstats.com/fighter-details/523f6ad11dbe9b53,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Light Heavyweight,"KO/TKO, Punch",1,0:56,fighter_1,http://www.ufcstats.com/fight-details/b0cb6a1da8e0da81
UFC_Fight_Night-Bisping_vs_Leites,"July 18, 2015",Mickael Lebout,Teemu Packalen,http://www.ufcstats.com/fighter-details/c575ab451e3c5b1d,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,43.0,35.0,0.0,3.0,0.0,1.0,3.0,9.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7e9cb0c322773157
UFC_Fight_Night-Bisping_vs_Leites,"July 18, 2015",Rob Whiteford,Paul Redmond,http://www.ufcstats.com/fighter-details/1dafccb62a0f98ec,http://www.ufcstats.com/fighter-details/3f56b99447f00607,20.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,Featherweight,"KO/TKO, Punch",1,3:04,fighter_1,http://www.ufcstats.com/fight-details/3bb7210200d90d90
UFC_Fight_Night-Bisping_vs_Leites,"July 18, 2015",Jimmie Rivera,Marcus Brimage,http://www.ufcstats.com/fighter-details/9c907996820d2d69,http://www.ufcstats.com/fighter-details/81801f57bd0a7c41,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,"KO/TKO, Punches",1,1:29,fighter_1,http://www.ufcstats.com/fight-details/9cbdbbc414d6dd83
UFC_Fight_Night-Bisping_vs_Leites,"July 18, 2015",Daniel Omielanczuk,Chris de la Rocha,http://www.ufcstats.com/fighter-details/470fedbc8563ac47,http://www.ufcstats.com/fighter-details/e51ee8ded927fc51,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,"KO/TKO, Punch",1,0:48,fighter_1,http://www.ufcstats.com/fight-details/2e12db181792090f
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Frank Mir,Todd Duffee,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,http://www.ufcstats.com/fighter-details/bda04c573563cc2e,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,"KO/TKO, Punch",1,1:13,fighter_1,http://www.ufcstats.com/fight-details/3b83ec99accfd271
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Tony Ferguson,Josh Thomson,http://www.ufcstats.com/fighter-details/22a92d7f62195791,http://www.ufcstats.com/fighter-details/a566371ba2ad7152,83.0,33.0,0.0,1.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c0e8095c91c39b06
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Holly Holm,Marion Reneau,http://www.ufcstats.com/fighter-details/634e2fb70bde3fd5,http://www.ufcstats.com/fighter-details/c7d297714d9ab1a4,65.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,Women's Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/fd984e8a9e25c927
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Manvel Gamburyan,Scott Jorgensen,http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a,http://www.ufcstats.com/fighter-details/0b64d0fed453ef7f,42.0,36.0,5.0,1.0,2.0,0.0,0.0,0.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ea967877dd4d6efb
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Kevin Lee,James Moontasri,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://www.ufcstats.com/fighter-details/c06a9b48d4132c8e,9.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,Lightweight,"SUB, Rear, Naked, Choke",1,2:56,fighter_1,http://www.ufcstats.com/fight-details/b8019af428c064ef
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Alan Jouban,Matt Dwyer,http://www.ufcstats.com/fighter-details/cf65d56b0755ed3b,http://www.ufcstats.com/fighter-details/8f0d576beba1cfcd,51.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/464133df9ca19865
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Sam Sicilia,Yaotzin Meza,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31,http://www.ufcstats.com/fighter-details/3623bd267a2eef2e,12.0,18.0,2.0,1.0,4.0,1.0,2.0,1.0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/541e5c7a87712fc2
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Jessica Andrade,Sarah Moras,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,http://www.ufcstats.com/fighter-details/539ed332b3078821,50.0,18.0,3.0,0.0,0.0,1.0,7.0,1.0,Women's Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d447919ec1a9f34c
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Rani Yahya,Masanori Kanehara,http://www.ufcstats.com/fighter-details/94527830000ab715,http://www.ufcstats.com/fighter-details/f3a078277b3b8ff4,24.0,24.0,4.0,0.0,2.0,0.0,0.0,0.0,Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3100a4e29da974ad
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Sean Strickland,Igor Araujo,http://www.ufcstats.com/fighter-details/0d8011111be000b2,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d,71.0,39.0,3.0,0.0,2.0,0.0,1.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/5301d765d64f863e
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Kevin Casey,Ildemar Alcantara,http://www.ufcstats.com/fighter-details/8d9586726252dbf7,http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,41.0,20.0,1.0,0.0,0.0,0.0,2.0,2.0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a16d8d0cc93372c4
UFC_Fight_Night-Mir_vs_Duffee,"July 15, 2015",Lyman Good,Andrew Craig,http://www.ufcstats.com/fighter-details/4e0692ad070976e4,http://www.ufcstats.com/fighter-details/8a70ceb3edbe757b,55.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,Welterweight,"KO/TKO, Punch",2,3:37,fighter_1,http://www.ufcstats.com/fight-details/c3b733bf084c2cd0
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Stephen Thompson,Jake Ellenberger,http://www.ufcstats.com/fighter-details/4a28cb716c19157a,http://www.ufcstats.com/fighter-details/d81ac739417d7f53,20.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,Welterweight,"KO/TKO, Kick",1,4:29,fighter_1,http://www.ufcstats.com/fight-details/54a15700ab185420
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Kamaru Usman,Hayder Hassan,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,http://www.ufcstats.com/fighter-details/cf615eb4b7862c76,15.0,3.0,6.0,0.0,1.0,0.0,5.0,0.0,Welterweight,"SUB, Arm, Triangle",2,1:19,fighter_1,http://www.ufcstats.com/fight-details/d4e3baff532df842
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Michael Graves,Vicente Luque,http://www.ufcstats.com/fighter-details/3f1d23b01c552a13,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,27.0,28.0,7.0,0.0,0.0,1.0,4.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/43b9e58ebf4a75ea
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Jorge Masvidal,Cezar Ferreira,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,http://www.ufcstats.com/fighter-details/dbc17725b887860a,12.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,Welterweight,"KO/TKO, Elbow",1,4:22,fighter_1,http://www.ufcstats.com/fight-details/11aac355349ecc94
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Michelle Waterson,Angela Magana,http://www.ufcstats.com/fighter-details/eb04b9d31e938edb,http://www.ufcstats.com/fighter-details/bd878a638e0e3be3,47.0,8.0,3.0,1.0,4.0,1.0,9.0,0.0,Women's Strawweight,"SUB, Rear, Naked, Choke",3,2:38,fighter_1,http://www.ufcstats.com/fight-details/95233ca23cdb02e6
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Maximo Blanco,Mike de la Torre,http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a,http://www.ufcstats.com/fighter-details/1971869b7e054261,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Featherweight,"KO/TKO, Punch",1,0:16,fighter_1,http://www.ufcstats.com/fight-details/8410fb6d495a2cc2
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Josh Samman,Caio Magalhaes,http://www.ufcstats.com/fighter-details/9deff9e3e8d94d47,http://www.ufcstats.com/fighter-details/0c5c66ddd1886b83,12.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,Middleweight,"SUB, Rear, Naked, Choke",1,2:52,fighter_1,http://www.ufcstats.com/fight-details/b823aa523c9618b5
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Jerrod Sanders,Russell Doane,http://www.ufcstats.com/fighter-details/12f1b140e248bdb9,http://www.ufcstats.com/fighter-details/f50d95223751e6ca,15.0,13.0,3.0,1.0,3.0,3.0,8.0,6.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c8ec30a470f08748
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Trevor Smith,Dan Miller,http://www.ufcstats.com/fighter-details/f797f0c57a83353e,http://www.ufcstats.com/fighter-details/d0c29452d3272603,51.0,25.0,1.0,0.0,0.0,1.0,2.0,0.0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/44e3a7b4f4c7d95d
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",George Sullivan,Dominic Waters,http://www.ufcstats.com/fighter-details/6c7e25571490aa3b,http://www.ufcstats.com/fighter-details/2de91c2244ad7e89,54.0,13.0,2.0,5.0,3.0,0.0,2.0,4.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b2eccc1b75633d3d
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,"July 12, 2015",Willie Gates,Darrell Montague,http://www.ufcstats.com/fighter-details/6ded9184b2284645,http://www.ufcstats.com/fighter-details/bffeb123b21c9aad,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Flyweight,"KO/TKO, Punches",1,1:36,fighter_1,http://www.ufcstats.com/fight-details/96740aa476055413
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Conor McGregor,Chad Mendes,http://www.ufcstats.com/fighter-details/f4c49976c75c5ab2,http://www.ufcstats.com/fighter-details/b5b684eac99ae0a3,46.0,31.0,0.0,4.0,0.0,0.0,0.0,2.0,Featherweight,"KO/TKO, Punch",2,4:57,fighter_1,http://www.ufcstats.com/fight-details/70290140b6a8e038
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Robbie Lawler,Rory MacDonald,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,http://www.ufcstats.com/fighter-details/cbd5d3cdd862e90e,70.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,Welterweight,"KO/TKO, Punch",5,1:00,fighter_1,http://www.ufcstats.com/fight-details/ecb4534c0066c5f3
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Jeremy Stephens,Dennis Bermudez,http://www.ufcstats.com/fighter-details/18968f97ad34f15c,http://www.ufcstats.com/fighter-details/6f242453c91a5af0,38.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,Featherweight,"KO/TKO, Flying, Knee",3,0:32,fighter_1,http://www.ufcstats.com/fight-details/4d3cbc7608c8958e
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Gunnar Nelson,Brandon Thatch,http://www.ufcstats.com/fighter-details/fd55393021a8c255,http://www.ufcstats.com/fighter-details/638cfec7ec559d6e,6.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,Welterweight,"SUB, Rear, Naked, Choke",1,2:54,fighter_1,http://www.ufcstats.com/fight-details/4b997af9fb321123
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Thomas Almeida,Brad Pickett,http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,"KO/TKO, Flying, Knee",2,0:29,fighter_1,http://www.ufcstats.com/fight-details/a9d8ddb49dbe414b
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Matt Brown,Tim Means,http://www.ufcstats.com/fighter-details/31123249b0bbf52e,http://www.ufcstats.com/fighter-details/4b47e71384a9522f,25.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,Welterweight,"SUB, Guillotine, Choke",1,4:44,fighter_1,http://www.ufcstats.com/fight-details/c4a7f7d8eb8fe484
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Alex Garcia,Mike Swick,http://www.ufcstats.com/fighter-details/a2b12c3f3d60ff69,http://www.ufcstats.com/fighter-details/9fe85152f351e737,24.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/824368db1ed8191f
UFC_189-Mendes_vs_McGregor,"July 11, 2015",John Howard,Cathal Pendred,http://www.ufcstats.com/fighter-details/fc31f896cde2bc2e,http://www.ufcstats.com/fighter-details/99c7610aa74995d3,48.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2c5d329bdf182468
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Cody Garbrandt,Henry Briones,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,http://www.ufcstats.com/fighter-details/01fcef7e3d051722,64.0,35.0,3.0,0.0,0.0,0.0,3.0,0.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/8c8c2499d89da07c
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Louis Smolka,Neil Seery,http://www.ufcstats.com/fighter-details/d2bc285ead803db0,http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf,23.0,21.0,6.0,0.0,5.0,3.0,9.0,0.0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9f56b3c053c44060
UFC_189-Mendes_vs_McGregor,"July 11, 2015",Cody Pfister,Yosdenis Cedeno,http://www.ufcstats.com/fighter-details/5904b0b38dc6718d,http://www.ufcstats.com/fighter-details/3e61082025db8137,15.0,26.0,5.0,0.0,0.0,1.0,5.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b90eded8d6b65e8f
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Yoel Romero,Lyoto Machida,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,http://www.ufcstats.com/fighter-details/f7a7f7118d4b01b6,42.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,Middleweight,"KO/TKO, Elbows",3,1:38,fighter_1,http://www.ufcstats.com/fight-details/42d09ca167ecae07
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Lorenz Larkin,Santiago Ponzinibbio,http://www.ufcstats.com/fighter-details/9450848a71d53776,http://www.ufcstats.com/fighter-details/6d1bffff14897645,64.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,Welterweight,"KO/TKO, Punches",2,3:07,fighter_1,http://www.ufcstats.com/fight-details/87b0475688168a42
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Antonio Carlos Junior,Eddie Gordon,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,http://www.ufcstats.com/fighter-details/8cad40a75e5c97f5,40.0,12.0,4.0,0.0,1.0,0.0,4.0,0.0,Middleweight,"SUB, Rear, Naked, Choke",3,4:37,fighter_1,http://www.ufcstats.com/fight-details/5b51610a9c8c88ef
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Thiago Santos,Steve Bosse,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281,http://www.ufcstats.com/fighter-details/e023fa2e648ea0f1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middleweight,"KO/TKO, Kick",1,0:29,fighter_1,http://www.ufcstats.com/fight-details/7ad6511fb5fb28a4
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Hacran Dias,Levan Makashvili,http://www.ufcstats.com/fighter-details/ed209f6618c82e41,http://www.ufcstats.com/fighter-details/938ad489fb7a1f31,17.0,37.0,3.0,2.0,1.0,0.0,1.0,1.0,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/72d6996a60856b5f
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Alex Oliveira,Joe Merritt,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,http://www.ufcstats.com/fighter-details/e82d5f54daa85a7e,11.0,23.0,5.0,0.0,2.0,0.0,6.0,1.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/fd80d6d9f4e54387
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Leandro Silva,Lewis Gonzalez,http://www.ufcstats.com/fighter-details/159da492e000afbf,http://www.ufcstats.com/fighter-details/2ff2e6e5abea3e53,28.0,21.0,3.0,2.0,0.0,0.0,3.0,2.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/babfd62f1d4a43a8
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Tony Sims,Steve Montgomery,http://www.ufcstats.com/fighter-details/57bad6a84230f0c9,http://www.ufcstats.com/fighter-details/6e92eb1242b46636,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Welterweight,"KO/TKO, Punch",1,2:43,fighter_1,http://www.ufcstats.com/fight-details/665e9a25c5d8c17f
UFC_Fight_Night-Machida_vs_Romero,"June 27, 2015",Sirwan Kakai,Danny Martinez,http://www.ufcstats.com/fighter-details/2525a853486ee670,http://www.ufcstats.com/fighter-details/8a9c6c4301f6d088,52.0,59.0,5.0,0.0,0.0,0.0,1.0,0.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/913d6763b570d060
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Joanna Jedrzejczyk,Jessica Penne,http://www.ufcstats.com/fighter-details/3d6749c4267da18f,http://www.ufcstats.com/fighter-details/c742287ed86a09bc,126.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Women's Strawweight,"KO/TKO, Punches",3,4:22,fighter_1,http://www.ufcstats.com/fight-details/2f0cbf0502173a79
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Tatsuya Kawajiri,Dennis Siver,http://www.ufcstats.com/fighter-details/80d918336163b80c,http://www.ufcstats.com/fighter-details/5f87a5c00b3d17ed,22.0,22.0,4.0,0.0,0.0,1.0,5.0,0.0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c1322d09e8b6efca
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Peter Sobotta,Steve Kennedy,http://www.ufcstats.com/fighter-details/1fcfc3709fe58151,http://www.ufcstats.com/fighter-details/185fb0200a4605e6,6.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,Welterweight,"SUB, Rear, Naked, Choke",1,2:57,fighter_1,http://www.ufcstats.com/fight-details/008d0158831dcbd4
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Nick Hein,Lukasz Sajewski,http://www.ufcstats.com/fighter-details/2816ced060a21be3,http://www.ufcstats.com/fighter-details/fb41432b622992a9,54.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/951ccd0041bd1700
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Makwan Amirkhani,Masio Fullen,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,http://www.ufcstats.com/fighter-details/4638cc6479cc0afe,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,Featherweight,"SUB, Rear, Naked, Choke",1,1:41,fighter_1,http://www.ufcstats.com/fight-details/447462bc8e540f10
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Mairbek Taisumov,Alan Patrick,http://www.ufcstats.com/fighter-details/8f5c8850b2484173,http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,"KO/TKO, Kick",2,1:30,fighter_1,http://www.ufcstats.com/fight-details/0b98d84a2795f7f8
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Arnold Allen,Alan Omer,http://www.ufcstats.com/fighter-details/040a74bb0a465c54,http://www.ufcstats.com/fighter-details/f2ad06f1007c481a,23.0,35.0,1.0,2.0,1.0,0.0,0.0,2.0,Featherweight,"SUB, Guillotine, Choke",3,1:41,fighter_1,http://www.ufcstats.com/fight-details/cd7fd3f034717d3c
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Noad Lahat,Niklas Backstrom,http://www.ufcstats.com/fighter-details/9f755fb04cc21499,http://www.ufcstats.com/fighter-details/39cc64bf0a269db9,62.0,11.0,1.0,4.0,1.0,1.0,4.0,4.0,Featherweight,M-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7045f8c1d5f6abff
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Scott Askham,Antonio Dos Santos,http://www.ufcstats.com/fighter-details/06827d70c53ff0d9,http://www.ufcstats.com/fighter-details/81b8b3fb019dc69d,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Middleweight,"KO/TKO, Punch",1,2:52,fighter_1,http://www.ufcstats.com/fight-details/e00da416750f75a9
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Magomed Mustafaev,Piotr Hallmann,http://www.ufcstats.com/fighter-details/31d7446b184e3305,http://www.ufcstats.com/fighter-details/a3be148af5c7b088,18.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,2,3:24,fighter_1,http://www.ufcstats.com/fight-details/08cbd4c521831adf
UFC_Fight_Night-Jedrzejczyk_vs_Penne,"June 20, 2015",Taylor Lapilus,Ulka Sasaki,http://www.ufcstats.com/fighter-details/8b1ed83b02303075,http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,31.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,Bantamweight,"KO/TKO, Punches",2,1:26,fighter_1,http://www.ufcstats.com/fight-details/312c742e614f8993
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Fabricio Werdum,Cain Velasquez,http://www.ufcstats.com/fighter-details/492b202d2064e7a9,http://www.ufcstats.com/fighter-details/0ff11cc094e887bc,96.0,88.0,1.0,4.0,1.0,0.0,0.0,1.0,Heavyweight,"SUB, Guillotine, Choke",3,2:13,fighter_1,http://www.ufcstats.com/fight-details/93f1b09aa792405e
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Eddie Alvarez,Gilbert Melendez,http://www.ufcstats.com/fighter-details/33a331684283900f,http://www.ufcstats.com/fighter-details/aa5b4eff51bdc7d1,31.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,Lightweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/fd776d7b554a85d0
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Kelvin Gastelum,Nate Marquardt,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,http://www.ufcstats.com/fighter-details/a8e6a69796280f17,59.0,18.0,1.0,0.0,0.0,0.0,2.0,0.0,Middleweight,KO/TKO,2,5:00,fighter_1,http://www.ufcstats.com/fight-details/dc93921bd9342341
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Yair Rodriguez,Charles Rosa,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443,http://www.ufcstats.com/fighter-details/40093d1d2d78394e,56.0,39.0,1.0,5.0,2.0,0.0,1.0,4.0,Featherweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/243e5e9b6678f303
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Tecia Torres,Angela Hill,http://www.ufcstats.com/fighter-details/31ef8b67e13495b3,http://www.ufcstats.com/fighter-details/f0feeb2192937424,32.0,27.0,2.0,0.0,0.0,0.0,4.0,0.0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3b6dfd089301d16e
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Henry Cejudo,Chico Camus,http://www.ufcstats.com/fighter-details/056c493bbd76a918,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905,62.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/28c33e9353dac666
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Efrain Escudero,Drew Dober,http://www.ufcstats.com/fighter-details/83fd97284f4bb4a4,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lightweight,"SUB, Guillotine, Choke",1,0:54,fighter_1,http://www.ufcstats.com/fight-details/47e8726b301f3f32
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Patrick Williams,Alejandro Perez,http://www.ufcstats.com/fighter-details/39330403ad27c2bb,http://www.ufcstats.com/fighter-details/80daefbed11ce998,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bantamweight,"SUB, Guillotine, Choke",1,0:23,fighter_1,http://www.ufcstats.com/fight-details/c7bc785e99d3ee2a
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Johnny Case,Francisco Trevino,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287,http://www.ufcstats.com/fighter-details/97a6bbe6e6566a94,40.0,34.0,4.0,0.0,0.0,0.0,6.0,1.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b2b6cf87cde17136
UFC_188-Velasquez_vs_Werdum,"June 13, 2015",Cathal Pendred,Augusto Montano,http://www.ufcstats.com/fighter-details/99c7610aa74995d3,http://www.ufcstats.com/fighter-details/94508d80e1f885fc,17.0,21.0,4.0,0.0,0.0,0.0,3.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ac2887a0855a3266
